city,gender,age,practice_traditional_food,health_factor
Makasar,Female,35,Neither agree nor disagree,Disagree
Makasar,Female,28,Neither agree nor disagree,Neither agree nor disagree
Makasar,Female,36,Neither agree nor disagree,Neither agree nor disagree
Makasar,Male,38,Agree,Neither agree nor disagree
Makasar,Male,63,Disagree,Disagree
Makasar,Male,30,Agree,Agree
Makasar,Male,43,Neither agree nor disagree,Neither agree nor disagree
Makasar,Male,40,Neither agree nor disagree,Disagree
Makasar,Male,33,Strongly Agree,Strongly Agree
Makasar,Male,31,Neither agree nor disagree,Neither agree nor disagree
Makasar,Male,36,Neither agree nor disagree,Neither agree nor disagree
Makasar,Female,52,Agree,Agree
Makasar,Male,59,Neither agree nor disagree,Neither agree nor disagree
Makasar,Male,38,Strongly Agree,Neither agree nor disagree
Makasar,Male,40,Agree,Agree
Makasar,Female,53,Neither agree nor disagree,Neither agree nor disagree
Makasar,Female,42,Neither agree nor disagree,Neither agree nor disagree
Makasar,Female,48,Neither agree nor disagree,Disagree
Makasar,Female,45,Neither agree nor disagree,Neither agree nor disagree
Makasar,Female,40,Disagree,Disagree
Makasar,Female,50,Neither agree nor disagree,Disagree
Makasar,Female,30,Strongly Agree,Strongly Agree
Makasar,Female,45,Agree,Agree
Makasar,Male,25,Neither agree nor disagree,Strongly Disagree
Makasar,Male,29,Disagree,Disagree
Makasar,Male,31,Neither agree nor disagree,Neither agree nor disagree
Makasar,Male,36,Disagree,Disagree
Makasar,Female,52,Neither agree nor disagree,Neither agree nor disagree
Makasar,Male,59,Neither agree nor disagree,Neither agree nor disagree
Makasar,Male,54,Neither agree nor disagree,Neither agree nor disagree
Makasar,Male,62,Agree,Disagree
Makasar,Female,41,Disagree,Disagree
Makasar,Female,36,Agree,Agree
Makasar,Female,23,Neither agree nor disagree,Disagree
Makasar,Female,49,Neither agree nor disagree,Neither agree nor disagree
Makasar,Female,22,Strongly Agree,Strongly Agree
Makasar,Male,42,Neither agree nor disagree,Neither agree nor disagree
Makasar,Male,31,Neither agree nor disagree,Neither agree nor disagree
Makasar,Male,36,Agree,Agree
Makasar,Male,52,Neither agree nor disagree,Neither agree nor disagree
Makasar,Male,59,Strongly Agree,Neither agree nor disagree
Makasar,Female,37,Agree,Agree
Denpasar,Male,38,Neither agree nor disagree,Neither agree nor disagree
Denpasar,Male,54,Neither agree nor disagree,Disagree
Denpasar,Male,50,Neither agree nor disagree,Neither agree nor disagree
Denpasar,Female,22,Neither agree nor disagree,Neither agree nor disagree
Denpasar,Female,29,Disagree,Disagree
Denpasar,Female,49,Neither agree nor disagree,Disagree
Denpasar,Female,35,Strongly Agree,Strongly Agree
Denpasar,Female,30,Agree,Agree
Denpasar,Female,51,Neither agree nor disagree,Disagree
Denpasar,Female,23,Disagree,Disagree
Denpasar,Female,42,Neither agree nor disagree,Neither agree nor disagree
Denpasar,Male,29,Disagree,Disagree
Denpasar,Male,28,Neither agree nor disagree,Neither agree nor disagree
Denpasar,Male,34,Neither agree nor disagree,Neither agree nor disagree
Denpasar,Male,59,Neither agree nor disagree,Neither agree nor disagree
Denpasar,Female,54,Agree,Neither agree nor disagree
Denpasar,Female,38,Disagree,Strongly Agree
Denpasar,Male,61,Agree,Strongly Agree
Denpasar,Female,24,Neither agree nor disagree,Neither agree nor disagree
Denpasar,Male,32,Neither agree nor disagree,Neither agree nor disagree
Denpasar,Female,31,Strongly Agree,Strongly Agree
Denpasar,Male,25,Neither agree nor disagree,Neither agree nor disagree
Denpasar,Female,35,Neither agree nor disagree,Disagree
Denpasar,Female,59,Agree,Agree
Denpasar,Female,54,Neither agree nor disagree,Strongly Agree
Denpasar,Female,37,Strongly Agree,Neither agree nor disagree
Denpasar,Female,54,Agree,Disagree
Denpasar,Female,33,Neither agree nor disagree,Neither agree nor disagree
Denpasar,Female,29,Neither agree nor disagree,Neither agree nor disagree
Denpasar,Female,33,Neither agree nor disagree,Agree
Denpasar,Female,35,Neither agree nor disagree,Disagree
Denpasar,Male,24,Disagree,Disagree
Denpasar,Male,28,Neither agree nor disagree,Neither agree nor disagree
Denpasar,Male,35,Strongly Agree,Strongly Agree
Denpasar,Male,42,Agree,Strongly Agree
Denpasar,Female,25,Neither agree nor disagree,Strongly Agree
Denpasar,Male,43,Disagree,Strongly Agree
Denpasar,Female,26,Neither agree nor disagree,Neither agree nor disagree
Denpasar,Female,30,Agree,Neither agree nor disagree
Denpasar,Female,35,Neither agree nor disagree,Neither agree nor disagree
Denpasar,Female,27,Agree,Agree
Denpasar,Female,33,Neither agree nor disagree,Neither agree nor disagree
Denpasar,Female,31,Neither agree nor disagree,Neither agree nor disagree
Denpasar,Female,36,Neither agree nor disagree,Neither agree nor disagree
Denpasar,Male,37,Strongly Agree,Strongly Agree
Denpasar,Male,63,Strongly Agree,Disagree
Denpasar,Male,26,Strongly Agree,Strongly Agree
Denpasar,Male,34,Agree,Agree
Denpasar,Male,39,Neither agree nor disagree,Neither agree nor disagree
Denpasar,Female,26,Disagree,Disagree
Denpasar,Male,52,Neither agree nor disagree,Neither agree nor disagree
Denpasar,Male,37,Neither agree nor disagree,Neither agree nor disagree
Denpasar,Male,32,Disagree,Disagree
Denpasar,Female,25,Neither agree nor disagree,Neither agree nor disagree
Denpasar,Female,31,Disagree,Strongly Agree
Denpasar,Female,37,Neither agree nor disagree,Neither agree nor disagree
Denpasar,Female,52,Neither agree nor disagree,Strongly Agree
Denpasar,Female,50,Neither agree nor disagree,Neither agree nor disagree
Denpasar,Female,51,Agree,Agree
Denpasar,Female,50,Disagree,Disagree
Denpasar,Female,33,Agree,Agree
Denpasar,Male,58,Neither agree nor disagree,Neither agree nor disagree
Denpasar,Male,25,Neither agree nor disagree,Neither agree nor disagree
Denpasar,Male,29,Strongly Agree,Strongly Agree
Denpasar,Male,33,Neither agree nor disagree,Neither agree nor disagree
Denpasar,Female,34,Neither agree nor disagree,Neither agree nor disagree
Denpasar,Female,56,Agree,Agree
Denpasar,Female,32,Neither agree nor disagree,Strongly Agree
Denpasar,Male,45,Strongly Agree,Strongly Agree
Denpasar,Female,31,Agree,Agree
Denpasar,Male,41,Neither agree nor disagree,Neither agree nor disagree
Denpasar,Male,52,Neither agree nor disagree,Neither agree nor disagree
Denpasar,Female,51,Neither agree nor disagree,Neither agree nor disagree
Denpasar,Female,34,Neither agree nor disagree,Neither agree nor disagree
Denpasar,Female,51,Disagree,Strongly Agree
Denpasar,Female,39,Neither agree nor disagree,Neither agree nor disagree
Denpasar,Female,42,Disagree,Strongly Agree
Denpasar,Female,52,Neither agree nor disagree,Strongly Agree
Denpasar,Female,51,Neither agree nor disagree,Neither agree nor disagree
Denpasar,Female,30,Neither agree nor disagree,Neither agree nor disagree
Denpasar,Female,37,Agree,Agree
Denpasar,Male,42,Disagree,Disagree
Denpasar,Male,26,Agree,Agree
Denpasar,Female,37,Neither agree nor disagree,Neither agree nor disagree
Denpasar,Female,52,Neither agree nor disagree,Neither agree nor disagree
Denpasar,Female,25,Strongly Agree,Strongly Agree
Denpasar,Male,34,Neither agree nor disagree,Neither agree nor disagree
Denpasar,Male,57,Neither agree nor disagree,Strongly Agree
Denpasar,Male,54,Agree,Agree
Denpasar,Female,58,Neither agree nor disagree,Neither agree nor disagree
Denpasar,Female,24,Strongly Agree,Strongly Agree
Denpasar,Female,42,Agree,Agree
Denpasar,Female,55,Neither agree nor disagree,Neither agree nor disagree
Denpasar,Female,54,Neither agree nor disagree,Neither agree nor disagree
Denpasar,Male,28,Neither agree nor disagree,Strongly Agree
Denpasar,Male,34,Neither agree nor disagree,Neither agree nor disagree
Denpasar,Female,32,Disagree,Strongly Agree
Denpasar,Female,45,Neither agree nor disagree,Strongly Agree
Denpasar,Male,49,Strongly Agree,Strongly Agree
Denpasar,Female,59,Agree,Agree
Denpasar,Male,53,Neither agree nor disagree,Neither agree nor disagree
Denpasar,Male,48,Disagree,Strongly Agree
Denpasar,Male,46,Neither agree nor disagree,Strongly Agree
Denpasar,Female,51,Agree,Agree
Denpasar,Female,52,Neither agree nor disagree,Neither agree nor disagree
Denpasar,Female,25,Agree,Strongly Agree
Denpasar,Female,24,Neither agree nor disagree,Neither agree nor disagree
Denpasar,Female,37,Neither agree nor disagree,Neither agree nor disagree
Denpasar,Female,56,Neither agree nor disagree,Neither agree nor disagree
Denpasar,Female,32,Strongly Agree,Strongly Agree
Denpasar,Female,42,Strongly Agree,Strongly Agree
Denpasar,Male,28,Strongly Agree,Strongly Agree
Denpasar,Male,29,Disagree,Disagree
Denpasar,Male,38,Neither agree nor disagree,Neither agree nor disagree
Denpasar,Male,56,Neither agree nor disagree,Neither agree nor disagree
Denpasar,Female,32,Neither agree nor disagree,Neither agree nor disagree
Denpasar,Female,29,Agree,Agree
Denpasar,Male,27,Disagree,Disagree
Denpasar,Female,55,Agree,Agree
Denpasar,Male,30,Neither agree nor disagree,Neither agree nor disagree
Denpasar,Female,29,Neither agree nor disagree,Neither agree nor disagree
Denpasar,Male,31,Strongly Agree,Strongly Agree
Denpasar,Female,26,Neither agree nor disagree,Neither agree nor disagree
Denpasar,Male,40,Neither agree nor disagree,Neither agree nor disagree
Denpasar,Female,57,Agree,Strongly Agree
Denpasar,Female,34,Neither agree nor disagree,Neither agree nor disagree
Denpasar,Male,56,Strongly Agree,Strongly Agree
Denpasar,Female,39,Agree,Agree
Denpasar,Female,29,Neither agree nor disagree,Neither agree nor disagree
Denpasar,Female,52,Neither agree nor disagree,Strongly Agree
Denpasar,Female,64,Neither agree nor disagree,Neither agree nor disagree
Denpasar,Male,52,Neither agree nor disagree,Neither agree nor disagree
Denpasar,Female,32,Disagree,Disagree
Denpasar,Female,29,Neither agree nor disagree,Neither agree nor disagree
Denpasar,Male,28,Strongly Agree,Strongly Agree
Denpasar,Female,27,Agree,Strongly Agree
Denpasar,Male,52,Neither agree nor disagree,Agree
Denpasar,Male,57,Disagree,Disagree
Denpasar,Male,54,Neither agree nor disagree,Neither agree nor disagree
Denpasar,Male,56,Agree,Agree
Denpasar,Female,39,Neither agree nor disagree,Neither agree nor disagree
Denpasar,Female,42,Agree,Agree
Denpasar,Female,52,Neither agree nor disagree,Neither agree nor disagree
Denpasar,Female,64,Neither agree nor disagree,Neither agree nor disagree
Denpasar,Male,51,Neither agree nor disagree,Neither agree nor disagree
Denpasar,Male,26,Strongly Agree,Strongly Agree
Denpasar,Male,30,Strongly Agree,Strongly Agree
Denpasar,Female,45,Strongly Agree,Strongly Agree
