a1_city,a2_province,b3_gender,b4_age,b5_religion,b6_ethnic,b7_education_level,b8_lived_in_urban_area_years,b9_occupation,b10_social_clas,b11_household_member,c12_household_income_monthly_in_million_idr,c13_time_of_income_receipt,c14_household_expenditure_monthly_in_million_idr,c15_%_monthly_expenditure_for_food,d16_health_factor,d17_price_factor,e18_religious_value_in_type_of_food,e19_religious_value_in_eating_places,e20_religious_value_in_consumption_pattern,e21_custom_value_in_type_of_food,e22_custom_value_in_eating_places,e23_custom_value_in_consumption_pattern,24_practice_of_food_consumption_based_on_religious_rules,25_practice_of_food_consumption_based_on_custom_rules,e26_buying_food_product_in_the_right_place_based_on_religious_rules,e27_type_of_dishes_variation_based_on_religious_rules,e28_practice_of_consuming_traditional_food
Jakarta,DKI Jakarta,Female,46,Islam,Java,Diploma,46,Independent Worker,Lower Class,6,03:00:00,Daily,02:09:00,69,Disagree,Disagree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Disagree,Disagree
Jakarta,DKI Jakarta,Female,53,Islam,Java,Master and doctoral degree,27,Independent Worker,Upper Class,6,15:07:00,Monthly,15:06:00,23,Strongly Agree,Neither agree nor disagree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree
Jakarta,DKI Jakarta,Female,58,Islam,Java,Senior High School,29,Independent Worker,Upper Class,5,13:02:00,Monthly,13:01:00,25,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
Jakarta,DKI Jakarta,Male,23,Islam,Madura,Master and doctoral degree,23,Private Employees,Lower Class,6,03:04:00,Daily,03:01:00,57,Neither agree nor disagree,Neither agree nor disagree,Disagree,Strongly Agree,Disagree,Disagree,Agree,Agree,Agree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree
Jakarta,DKI Jakarta,Male,46,Protestant,Other,Senior High School,46,Private Employees,Middle Class,5,06:08:00,Weekly,06:05:00,43,Agree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Agree
Jakarta,DKI Jakarta,Female,34,Protestant,Other,Senior High School,34,Private Employees,Middle Class,5,04:08:00,Weekly,04:05:00,38,Disagree,Disagree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Disagree,Disagree
Jakarta,DKI Jakarta,Female,30,Protestant,Sunda,Bachelor degree,30,Private Employees,Lower Class,6,02:09:00,Daily,02:06:00,61,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree
Jakarta,DKI Jakarta,Female,26,Islam,Java,Bachelor degree,26,Government Employees,Middle Class,6,03:05:00,Weekly,03:02:00,58,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
Jakarta,DKI Jakarta,Female,43,Islam,Java,Bachelor degree,43,Government Employees,Middle Class,7,05:07:00,Weekly,05:04:00,34,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree
Jakarta,DKI Jakarta,Male,55,Protestant,Java,Bachelor degree,31,Enterpreneur,Upper Class,6,11:03:00,Monthly,11:00:00,26,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Agree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Strongly Agree
Jakarta,DKI Jakarta,Male,37,Islam,Madura,Master and doctoral degree,27,Enterpreneur,Lower Class,6,02:07:00,Daily,02:04:00,57,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree
Jakarta,DKI Jakarta,Male,30,Islam,Java,Bachelor degree,30,Enterpreneur,Upper Class,7,10:01:00,Monthly,09:08:00,24,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
Jakarta,DKI Jakarta,Female,35,Catholic,Java,Master and doctoral degree,23,Private Employees,Upper Class,8,12:05:00,Monthly,12:02:00,27,Agree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Neither agree nor disagree,Agree,Agree
Jakarta,DKI Jakarta,Female,29,Islam,Java,Bachelor degree,19,Private Employees,Middle Class,7,03:02:00,Weekly,02:09:00,67,Neither agree nor disagree,Neither agree nor disagree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
Jakarta,DKI Jakarta,Female,41,Islam,Sunda,Bachelor degree,21,Private Employees,Middle Class,7,06:02:00,Weekly,05:09:00,36,Strongly Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Strongly Agree
Jakarta,DKI Jakarta,Female,31,Protestant,Sunda,Bachelor degree,31,Private Employees,Middle Class,7,06:04:00,Weekly,06:00:00,42,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Neither agree nor disagree,Disagree,Disagree
Jakarta,DKI Jakarta,Female,36,Islam,Minang,Bachelor degree,36,Private Employees,Lower Class,7,03:07:00,Daily,03:03:00,73,Disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
Jakarta,DKI Jakarta,Female,52,Protestant,Other,Senior High School,26,Private Employees,Lower Class,5,05:09:00,Daily,05:05:00,41,Disagree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
Jakarta,DKI Jakarta,Female,64,Protestant,Java,Primary School,27,Private Employees,Middle Class,6,06:07:00,Weekly,06:03:00,33,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree
Jakarta,DKI Jakarta,Female,35,Islam,Java,Junior High School,35,Teacher‎/Lecturer,Upper Class,6,10:09:00,Monthly,10:05:00,19,Agree,Agree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Neither agree nor disagree,Agree,Agree
Jakarta,DKI Jakarta,Male,62,Islam,Java,Master and doctoral degree,25,Teacher‎/Lecturer,Lower Class,6,03:09:00,Daily,03:05:00,69,Disagree,Disagree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree
Jakarta,DKI Jakarta,Female,36,Protestant,Java,Bachelor degree,36,Government Employees,Lower Class,6,09:08:00,Daily,09:04:00,23,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Neither agree nor disagree,Agree,Agree
Jakarta,DKI Jakarta,Male,52,Islam,Java,Junior High School,22,Government Employees,Middle Class,6,09:06:00,Weekly,09:02:00,25,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree
Jakarta,DKI Jakarta,Male,55,Islam,Sunda,Bachelor degree,25,Government Employees,Middle Class,7,03:06:00,Weekly,03:03:00,58,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
Jakarta,DKI Jakarta,Female,34,Islam,Java,Bachelor degree,34,Government Employees,Upper Class,6,05:07:00,Monthly,05:04:00,44,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Disagree,Agree,Agree,Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree
Jakarta,DKI Jakarta,Female,30,Islam,Java,Senior High School,30,Government Employees,Lower Class,5,06:04:00,Daily,06:01:00,35,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
Jakarta,DKI Jakarta,Male,61,Islam,Other,Primary School,31,Police Officer‎/Army,Lower Class,6,03:04:00,Daily,03:01:00,59,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Agree,Strongly Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree
Jakarta,DKI Jakarta,Male,23,Islam,Minang,Senior High School,23,Police Officer‎/Army,Middle Class,5,02:09:00,Weekly,02:06:00,65,Agree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Agree,Strongly Agree,Agree,Agree
Jakarta,DKI Jakarta,Female,39,Islam,Minang,Senior High School,39,Private Employees,Middle Class,5,05:06:00,Weekly,05:03:00,41,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
Jakarta,DKI Jakarta,Male,31,Islam,Sunda,Diploma,31,Private Employees,Upper Class,6,11:02:00,Monthly,10:09:00,26,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree
Jakarta,DKI Jakarta,Male,28,Islam,Sunda,Diploma,28,Government Employees,Upper Class,6,03:07:00,Monthly,03:03:00,76,Agree,Strongly Disagree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Agree
Jakarta,DKI Jakarta,Male,45,Catholic,Other,Bachelor degree,45,Police Officer‎/Army,Upper Class,7,10:06:00,Monthly,10:02:00,22,Neither agree nor disagree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
Jakarta,DKI Jakarta,Female,64,Islam,Other,Master and doctoral degree,24,Private Employees,Middle Class,6,11:02:00,Weekly,10:08:00,18,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
Jakarta,DKI Jakarta,Female,31,Islam,Java,Bachelor degree,31,Private Employees,Lower Class,6,03:08:00,Daily,03:04:00,57,Disagree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Disagree,Neither agree nor disagree,Disagree,Disagree
Jakarta,DKI Jakarta,Female,29,Islam,Java,Bachelor degree,29,Private Employees,Middle Class,7,06:02:00,Weekly,05:08:00,43,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
Jakarta,DKI Jakarta,Female,46,Islam,Java,Master and doctoral degree,46,Enterpreneur,Middle Class,8,05:08:00,Weekly,05:04:00,38,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
Jakarta,DKI Jakarta,Female,64,Islam,Other,Bachelor degree,23,Enterpreneur,Lower Class,7,03:01:00,Daily,02:07:00,61,Disagree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
Jakarta,DKI Jakarta,Female,54,Protestant,Java,Bachelor degree,10,Enterpreneur,Lower Class,7,03:04:00,Daily,03:00:00,58,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Agree,Agree
Jakarta,DKI Jakarta,Female,47,Islam,Minang,Bachelor degree,47,Enterpreneur,Middle Class,7,05:06:00,Weekly,05:02:00,34,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Neither agree nor disagree,Disagree,Disagree
Jakarta,DKI Jakarta,Female,28,Islam,Java,Bachelor degree,28,Government Employees,Upper Class,7,12:01:00,Monthly,11:07:00,26,Agree,Disagree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Agree
Jakarta,DKI Jakarta,Male,48,Islam,Java,Senior High School,28,Government Employees,Lower Class,5,02:09:00,Daily,02:05:00,57,Disagree,Strongly Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
Jakarta,DKI Jakarta,Male,25,Islam,Java,Diploma,25,Government Employees,Upper Class,6,10:03:00,Monthly,09:09:00,24,Neither agree nor disagree,Disagree,Agree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
Jakarta,DKI Jakarta,Male,39,Catholic,Batak,Diploma,39,Government Employees,Upper Class,6,14:02:00,Monthly,13:08:00,27,Strongly Agree,Strongly Disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Agree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Strongly Agree
Jakarta,DKI Jakarta,Male,53,Protestant,Java,Diploma,21,Government Employees,Lower Class,6,03:04:00,Daily,03:00:00,67,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
Jakarta,DKI Jakarta,Female,57,Protestant,Java,Diploma,12,Private Employees,Middle Class,6,06:07:00,Weekly,06:03:00,36,Neither agree nor disagree,Agree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
Jakarta,DKI Jakarta,Male,46,Islam,Java,Diploma,34,Private Employees,Middle Class,6,05:08:00,Weekly,05:04:00,42,Agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Agree
Jakarta,DKI Jakarta,Male,53,Islam,Java,Bachelor degree,37,Private Employees,Lower Class,7,02:03:00,Daily,01:09:00,73,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
Jakarta,DKI Jakarta,Male,58,Islam,Java,Diploma,21,Private Employees,Middle Class,6,04:09:00,Weekly,04:05:00,41,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Strongly Agree
Jakarta,DKI Jakarta,Female,62,Islam,Java,Master and doctoral degree,15,Enterpreneur,Middle Class,6,05:09:00,Weekly,05:05:00,33,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Agree,Agree
Jakarta,DKI Jakarta,Female,33,Protestant,Java,Bachelor degree,33,Enterpreneur,Upper Class,6,11:04:00,Monthly,11:00:00,19,Disagree,Strongly Disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Disagree,Neither agree nor disagree,Disagree,Disagree
Jakarta,DKI Jakarta,Female,37,Protestant,Java,Diploma,37,Enterpreneur,Lower Class,6,03:00:00,Daily,02:06:00,69,Neither agree nor disagree,Neither agree nor disagree,Agree,Strongly Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
Jakarta,DKI Jakarta,Female,32,Protestant,Java,Diploma,32,Enterpreneur,Upper Class,6,15:07:00,Monthly,15:03:00,23,Neither agree nor disagree,Strongly Disagree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
Jakarta,DKI Jakarta,Female,35,Protestant,Java,Senior High School,35,Enterpreneur,Upper Class,5,13:02:00,Monthly,13:01:00,25,Neither agree nor disagree,Disagree,Agree,Strongly Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
Jakarta,DKI Jakarta,Male,31,Catholic,Other,Diploma,31,Enterpreneur,Lower Class,6,03:04:00,Daily,03:03:00,57,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Agree
Jakarta,DKI Jakarta,Male,27,Islam,Minang,Senior High School,23,Government Employees,Middle Class,5,06:08:00,Weekly,06:07:00,43,Disagree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Disagree,Neither agree nor disagree,Disagree,Disagree
Jakarta,DKI Jakarta,Female,49,Islam,Minang,Senior High School,21,Government Employees,Middle Class,5,04:08:00,Weekly,04:07:00,38,Agree,Agree,Agree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Agree
Jakarta,DKI Jakarta,Female,55,Islam,Sunda,Diploma,12,Government Employees,Lower Class,6,02:09:00,Daily,02:08:00,61,Neither agree nor disagree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
Jakarta,DKI Jakarta,Female,54,Islam,Java,Diploma,15,Government Employees,Lower Class,6,03:05:00,Daily,03:04:00,58,Neither agree nor disagree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
Jakarta,DKI Jakarta,Female,47,Islam,Java,Bachelor degree,21,Government Employees,Middle Class,7,05:07:00,Weekly,05:06:00,34,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Strongly Agree
Jakarta,DKI Jakarta,Male,28,Islam,Java,Diploma,28,Government Employees,Upper Class,6,11:03:00,Monthly,11:02:00,26,Neither agree nor disagree,Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
Jakarta,DKI Jakarta,Female,48,Catholic,Madura,Diploma,48,Government Employees,Lower Class,6,02:07:00,Daily,02:06:00,57,Neither agree nor disagree,Disagree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
Jakarta,DKI Jakarta,Male,26,Catholic,Java,Bachelor degree,26,Enterpreneur,Upper Class,7,10:01:00,Monthly,10:00:00,24,Agree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Agree
Jakarta,DKI Jakarta,Female,39,Protestant,Java,Master and doctoral degree,39,Enterpreneur,Upper Class,8,12:05:00,Monthly,12:04:00,27,Agree,Disagree,Agree,Strongly Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
Jakarta,DKI Jakarta,Female,53,Islam,Java,Bachelor degree,25,Enterpreneur,Lower Class,7,03:02:00,Daily,03:01:00,67,Neither agree nor disagree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Strongly Agree
